customer_id,revenue,customer_type
CUST_1000,99.11,SMB
CUST_1001,399.95,SMB
CUST_1002,123.26,SMB
CUST_1003,259.99,SMB
CUST_1004,441.76,SMB
CUST_1005,64845.79,Enterprise
CUST_1006,205.26,SMB
CUST_1007,256.36,SMB
CUST_1008,165.72,SMB
CUST_1009,169.44,SMB
CUST_1010,167.75,SMB
CUST_1011,71912.17,Enterprise
CUST_1012,42745.21,Enterprise
CUST_1013,93.67,SMB
CUST_1014,264.45,SMB
CUST_1015,133.89,SMB
CUST_1016,54.94,SMB
CUST_1017,935.56,SMB
CUST_1018,110.87,SMB
CUST_1019,2872.98,SMB
CUST_1020,126.42,SMB
CUST_1021,2010.03,SMB
CUST_1022,247.17,SMB
CUST_1023,357.31,SMB
CUST_1024,306.12,SMB
CUST_1025,357.12,SMB
CUST_1026,663.06,SMB
CUST_1027,62802.41,Enterprise
CUST_1028,799.48,SMB
CUST_1029,474.26,SMB
CUST_1030,70.44,SMB
CUST_1031,57685.46,Enterprise
CUST_1032,330.91,SMB
CUST_1033,65087.72,Enterprise
CUST_1034,54406.44,Enterprise
CUST_1035,76534.69,Enterprise
CUST_1036,42158.98,Enterprise
CUST_1037,90.32,SMB
CUST_1038,126.24,SMB
CUST_1039,63182.7,Enterprise
CUST_1040,109.24,SMB
CUST_1041,57358.66,Enterprise
CUST_1042,38.8,SMB
CUST_1043,256.56,SMB
CUST_1044,459.28,SMB
CUST_1045,208.01,SMB
CUST_1046,304.07,SMB
CUST_1047,54.78,SMB
CUST_1048,950.67,SMB
CUST_1049,618.0,SMB
CUST_1050,60481.04,Enterprise
CUST_1051,48373.32,Enterprise
CUST_1052,81.28,SMB
CUST_1053,65469.49,Enterprise
CUST_1054,55987.41,Enterprise
CUST_1055,287.95,SMB
CUST_1056,373.85,SMB
CUST_1057,202.9,SMB
CUST_1058,52994.58,Enterprise
CUST_1059,70.77,SMB
CUST_1060,188.27,SMB
CUST_1061,76572.24,Enterprise
CUST_1062,164.94,SMB
CUST_1063,517.26,SMB
CUST_1064,364.45,SMB
CUST_1065,281.05,SMB
CUST_1066,328.09,SMB
CUST_1067,166.78,SMB
CUST_1068,156.05,SMB
CUST_1069,57500.59,Enterprise
CUST_1070,855.52,SMB
CUST_1071,173.9,SMB
CUST_1072,64124.98,Enterprise
CUST_1073,111.94,SMB
CUST_1074,751.62,SMB
CUST_1075,221.27,SMB
CUST_1076,190.14,SMB
CUST_1077,77.58,SMB
CUST_1078,242.06,SMB
CUST_1079,209.79,SMB
CUST_1080,468.85,SMB
CUST_1081,696.25,SMB
CUST_1082,169.27,SMB
CUST_1083,168.12,SMB
CUST_1084,406.32,SMB
CUST_1085,1098.21,SMB
CUST_1086,186.02,SMB
CUST_1087,69031.55,Enterprise
CUST_1088,639.68,SMB
CUST_1089,1359.88,SMB
CUST_1090,290.38,SMB
CUST_1091,48151.04,Enterprise
CUST_1092,199.54,SMB
CUST_1093,37173.28,Enterprise
CUST_1094,57925.61,Enterprise
CUST_1095,79122.45,Enterprise
CUST_1096,41099.62,Enterprise
CUST_1097,722.77,SMB
CUST_1098,602.6,SMB
CUST_1099,172.08,SMB
CUST_1100,151.49,SMB
CUST_1101,353.31,SMB
CUST_1102,154.39,SMB
CUST_1103,1272.32,SMB
CUST_1104,57920.07,Enterprise
CUST_1105,404.51,SMB
CUST_1106,120.65,SMB
CUST_1107,289.69,SMB
CUST_1108,731.36,SMB
CUST_1109,124.28,SMB
CUST_1110,145.26,SMB
CUST_1111,44264.71,Enterprise
CUST_1112,523.4,SMB
CUST_1113,870.28,SMB
CUST_1114,175.52,SMB
CUST_1115,118.39,SMB
CUST_1116,78.43,SMB
CUST_1117,57329.08,Enterprise
CUST_1118,62712.67,Enterprise
CUST_1119,326.72,SMB
CUST_1120,815.01,SMB
CUST_1121,61870.99,Enterprise
CUST_1122,618.6,SMB
CUST_1123,74.98,SMB
CUST_1124,125.04,SMB
CUST_1125,695.33,SMB
CUST_1126,827.51,SMB
CUST_1127,72440.61,Enterprise
CUST_1128,111.59,SMB
CUST_1129,139.42,SMB
CUST_1130,218.35,SMB
CUST_1131,289.19,SMB
CUST_1132,51306.66,Enterprise
CUST_1133,382.92,SMB
CUST_1134,106.89,SMB
CUST_1135,391.3,SMB
