customer_id,total_transactions,days_as_customer,total_spent,days_since_last_purchase,purchase_count,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
CUST_2000,13,132,2018.17,30,13,2.954545454545454,155.24384615384616,458.67499999999995,medium,Q3,4,1,4,9
CUST_2001,21,465,1280.51,68,21,1.3548387096774193,60.97666666666667,82.61354838709677,low,Q2,2,5,2,9
CUST_2002,13,300,2117.22,18,13,1.3,162.8630769230769,211.72199999999998,low,Q3,5,1,4,10
CUST_2003,15,136,1959.77,62,15,3.308823529411765,130.65133333333333,432.30220588235295,medium,Q3,2,2,3,7
CUST_2004,17,101,764.95,37,17,5.0495049504950495,44.997058823529414,227.21287128712873,medium,Q1,4,3,1,8
CUST_2005,13,50,1268.0,25,13,7.8,97.53846153846153,760.8,medium,Q2,4,1,2,7
CUST_2006,16,644,2817.85,48,16,0.7453416149068324,176.115625,131.2663043478261,low,Q4,3,3,5,11
CUST_2007,12,151,2238.22,65,12,2.384105960264901,186.51833333333332,444.67947019867546,medium,Q3,2,1,4,7
CUST_2008,19,496,2023.45,53,19,1.1491935483870968,106.49736842105263,122.38608870967741,low,Q3,3,4,4,11
CUST_2009,14,244,1528.05,79,14,1.7213114754098362,109.14642857142857,187.875,low,Q2,1,2,2,5
CUST_2010,16,360,2971.67,73,16,1.3333333333333333,185.729375,247.63916666666668,low,Q4,1,3,5,9
CUST_2011,13,488,1660.58,15,13,0.7991803278688525,127.73692307692308,102.08483606557377,low,Q2,5,1,3,9
CUST_2012,22,117,676.46,49,22,5.641025641025641,30.74818181818182,173.45128205128208,medium,Q1,3,5,1,9
CUST_2013,14,402,2586.24,88,14,1.044776119402985,184.73142857142855,193.00298507462685,low,Q4,1,2,4,7
CUST_2014,13,129,889.72,68,13,3.0232558139534884,68.44,206.91162790697675,medium,Q1,2,1,1,4
CUST_2015,17,693,2143.46,12,17,0.7359307359307359,126.08588235294118,92.79047619047618,low,Q3,5,3,4,12
CUST_2016,16,160,863.44,59,16,3.0,53.965,161.895,medium,Q1,2,3,1,6
CUST_2017,21,691,649.51,37,21,0.9117221418234442,30.92904761904762,28.198697539797394,low,Q1,4,5,1,10
CUST_2018,25,338,1987.7,61,25,2.2189349112426036,79.508,176.4230769230769,medium,Q3,2,5,3,10
CUST_2019,17,373,2746.97,43,17,1.3672922252010724,161.58647058823527,220.93592493297584,low,Q4,3,3,5,11
CUST_2020,31,521,2280.91,70,31,1.7850287907869482,73.57774193548387,131.33838771593088,low,Q3,2,5,4,11
CUST_2021,14,443,889.24,39,14,0.9480812641083521,63.51714285714286,60.21941309255079,low,Q1,3,2,1,6
CUST_2022,13,415,808.85,56,13,0.9397590361445782,62.21923076923077,58.471084337349396,low,Q1,3,1,1,5
CUST_2023,14,221,1612.18,63,14,1.900452488687783,115.1557142857143,218.847963800905,low,Q2,2,2,3,7
CUST_2024,9,306,1761.48,46,9,0.8823529411764707,195.72,172.69411764705885,low,Q2,3,1,3,7
CUST_2025,18,190,1895.82,88,18,2.8421052631578947,105.32333333333332,299.34000000000003,medium,Q3,1,4,3,8
CUST_2026,13,489,1592.87,11,13,0.7975460122699386,122.52846153846153,97.72208588957054,low,Q2,5,1,3,9
CUST_2027,14,343,2458.55,62,14,1.2244897959183674,175.6107142857143,215.03352769679302,low,Q4,2,2,4,8
CUST_2028,11,51,1305.01,77,11,6.470588235294118,118.63727272727273,767.6529411764706,medium,Q2,1,1,2,4
CUST_2029,17,282,973.78,25,17,1.8085106382978722,57.281176470588235,103.59361702127659,low,Q1,4,3,2,9
CUST_2030,15,590,1161.44,71,15,0.7627118644067796,77.42933333333333,59.056271186440675,low,Q2,1,2,2,5
CUST_2031,17,504,1347.06,52,17,1.0119047619047619,79.23882352941176,80.18214285714285,low,Q2,3,3,2,8
CUST_2032,12,88,1134.37,4,12,4.090909090909091,94.53083333333332,386.7170454545454,medium,Q2,5,1,2,8
