customer_id,revenue,quantity,revenue_normalized,revenue_zscore,revenue_rank
CUST_000001,243.89,36,0.018513181602401556,-0.0033031234366787685,30983
CUST_000002,129.25,18,0.009749653900282,-0.3634529572104928,55544
CUST_000003,283.64,5,0.021551826282785826,0.12157437039190733,25917
CUST_000004,680.64,46,0.05190005114096329,1.3687785225918743,6413
CUST_000005,117.43,22,0.008846087104756416,-0.40058634028103085,59282
CUST_000006,117.43,14,0.008846087104756416,-0.40058634028103085,59281
CUST_000007,719.97,32,0.05490658938698879,1.4923365561083093,5742
CUST_000008,319.72,48,0.02430992188198745,0.2349222943500304,22286
CUST_000009,92.81,32,0.006964038500201429,-0.47793184715045955,68045
CUST_000010,255.33,12,0.019387699719221586,0.032636462208579804,29321
CUST_000011,93.37,5,0.007006847079346466,-0.47617256673425806,67853
CUST_000012,93.16,28,0.006990793862167077,-0.47683229689033363,67933
CUST_000013,189.04,28,0.01432023416292792,-0.17561835705926862,40447
CUST_000014,21.91,29,0.001544166604874521,-0.7006693141302521,97214
CUST_000015,26.45,34,0.001891221871514636,-0.6864065764703331,95734
CUST_000016,84.58,17,0.006334905274552057,-0.5037869861242774,71279
CUST_000017,53.9,14,0.003989606688534715,-0.6001704203547434,84471
CUST_000018,203.21,40,0.015403444103079998,-0.13110227938502794,37648
CUST_000019,59.86,16,0.0044452122808640296,-0.581446650210885,81815
CUST_000020,36.15,21,0.002632727617419728,-0.6559333264039863,92178
CUST_000021,642.68,27,0.04899824102606047,1.2495244429507892,7194
CUST_000022,118.42,14,0.008921766557173532,-0.39747618383096045,58955
CUST_000023,158.78,44,0.012007042011269356,-0.27068233097758343,47378
CUST_000024,35.7,2,0.002598327866321038,-0.657347033881291,92342
CUST_000025,86.11,7,0.006451864428287603,-0.4989803807014414,70669
CUST_000026,165.82,19,0.012545207006235525,-0.24856566288819362,45659
CUST_000027,46.95,22,0.003458321643788284,-0.6220043469486723,87492
CUST_000028,216.09,18,0.016388041423415833,-0.09063882981239428,35408
CUST_000029,81.4,29,0.0060918137001213166,-0.5137771856305644,72601
CUST_000030,110.86,24,0.008343850738715543,-0.42122646944968023,61464
CUST_000031,81.31,8,0.006084933749901578,-0.5140599271260253,72629
CUST_000032,946.03,35,0.07218749546114393,2.202520361262779,3227
CUST_000033,146.42,35,0.011062195514425341,-0.30951216302088724,50629
CUST_000034,51.54,43,0.0038091991049949195,-0.6075845306801639,85459
CUST_000035,337.83,36,0.025694320753981387,0.2918161663811169,20668
CUST_000036,43.78,38,0.0032159945082708466,-0.6319631307332414,88899
CUST_000037,182.89,10,0.013850104231245827,-0.19493902591576687,41696
CUST_000038,20.91,49,0.001467722713544099,-0.7038108863020405,97481
CUST_000039,39.32,42,0.002875054752937165,-0.6459745426194173,90803
CUST_000040,180.7,32,0.013682692109232203,-0.20181906897198332,42165
CUST_000041,310.59,36,0.023611989154140693,0.20623974042160279,23148
CUST_000042,176.16,30,0.013335636842592088,-0.2160818066319023,43185
CUST_000043,132.2,15,0.009975163379706744,-0.35418531930371727,54662
CUST_000044,109.83,16,0.00826511353064521,-0.4244622887866221,61820
CUST_000045,33.83,38,0.002455377789533149,-0.6632217738425352,93073
CUST_000046,72.25,23,0.005392352094447957,-0.5425225710024276,76389
CUST_000047,93.63,15,0.007026722491092375,-0.4753557579695931,67764
CUST_000048,427.14,6,0.03252152468870136,0.5723899770435327,14660
CUST_000049,209.27,7,0.015866694084542356,-0.11206435202399066,36564
CUST_000050,25.46,15,0.0018155424190975185,-0.6895167329204035,96080
CUST_000051,205.22,24,0.015557096324654147,-0.12478771931973344,37290
CUST_000052,100.98,3,0.007588585092370976,-0.45226520250694896,64975
CUST_000053,75.42,48,0.005634679229965394,-0.5325637872178587,75081
CUST_000054,273.6,14,0.020784329613828395,0.09003298578715262,27020
CUST_000055,416.13,21,0.031679877445153416,0.5378012674321432,15254
CUST_000056,376.64,9,0.028661108176515057,0.413740582368222,17687
CUST_000057,64.12,41,0.004770863257931627,-0.5680635527590667,79910
CUST_000058,108.94,48,0.008197078467361132,-0.4272582880195138,62144
CUST_000059,206.7,43,0.01567023328382317,-0.12013819250548674,37024
CUST_000060,393.68,12,0.029963712084785446,0.4672729721754952,16582
CUST_000061,91.91,24,0.00689523899800405,-0.4807592621050691,68373
CUST_000062,123.27,44,0.009292519430126078,-0.38223955879778704,57423
CUST_000063,49.09,41,0.0036219115712353865,-0.6152813825010454,86552
CUST_000064,44.87,20,0.003299318349821006,-0.628538817065992,88399
CUST_000065,334.46,35,0.025436704840197864,0.28122906816219023,20967
CUST_000066,576.08,35,0.04390707786345439,1.0402957363096867,8786
CUST_000067,138.1,34,0.010426182338556233,-0.33565004349016614,52926
CUST_000068,404.86,28,0.030818354789859562,0.5023957490560887,15897
