customer_id,age,revenue,loyalty_score,revenue_zscore,is_outlier_zscore_revenue,is_outlier_iqr_revenue,revenue_capped,age_capped,is_outlier_revenue
1001,42,197.6,4.7,0.1312296219393455,False,False,197.6,42,0
1002,36,232.44,3.5,0.1285867406711535,False,False,232.44,36,0
1003,44,352.99,1.5,0.11944209839559249,False,False,352.99,44,0
1004,53,344.83,8.8,0.1200610969934239,False,False,344.83,53,0
1005,35,49.3,8.3,0.1424793145935612,False,False,49.3,35,0
1006,35,65000.0,10.0,4.784529536897783,True,True,554.0899999999999,35,1
1007,53,224.09,10.0,0.1292201522265325,False,False,224.09,53,0
1008,45,223.86,6.0,0.12923759949093214,False,False,223.86,45,0
1009,33,224.09,7.9,0.1292201522265325,False,False,224.09,33,0
1010,43,3236.3,9.5,0.09927908384868676,False,True,554.0899999999999,43,1
1011,33,234.33,8.6,0.1284433696723911,False,False,234.33,33,0
1012,33,368.14,3.2,0.11829285467535398,False,False,368.14,33,0
1013,150,318.37,5.1,0.12206829097609784,False,False,318.37,100,0
1014,18,249.91,2.2,0.12726150715349235,False,False,249.91,18,0
1015,20,115.33,9.6,0.13747043255743266,False,False,115.33,20,0
1016,32,272.37,6.5,0.12555774385602989,False,False,272.37,32,0
1017,27,79.98,3.1,0.14015200123798913,False,False,79.98,27,0
1018,41,122.8,7.0,0.13690377575280022,False,False,122.8,41,0
1019,28,100.66,6.6,0.13858326459544576,False,False,100.66,28,0
1020,23,158.46,4.2,0.13419869119413985,False,False,158.46,23,0
1021,52,945.51,2.0,0.07449491099521571,False,True,554.0899999999999,52,1
1022,35,33.32,7.0,0.14369152018098105,False,False,33.32,35,0
1023,38,256.98,5.7,0.12672519341738106,False,False,256.98,38,0
1024,23,150000.0,8.0,11.232431597641765,True,True,554.0899999999999,23,1
1025,32,101.74,5.7,0.13850133831043868,False,False,101.74,32,0
1026,39,354.66,8.7,0.11931541608451668,False,False,354.66,39,0
1027,26,156.24,6.0,0.13436709522443224,False,False,156.24,26,0
1028,41,62.67,6.0,0.1414650975282418,False,False,62.67,41,0
1029,31,83.74,8.9,0.13986677639389034,False,False,83.74,31,0
1030,35,255.62,4.6,0.12682835985035296,False,False,255.62,35,0
1031,31,82.74,2.2,0.1399426340651932,False,False,82.74,31,0
1032,56,176.47,1.3,0.13283249453397517,False,False,176.47,56,0
1033,37,153.92,7.8,0.13454308502185489,False,False,153.92,37,0
1034,27,88.12,6.6,0.13953451979358375,False,False,88.12,27,0
1035,46,824.81,7.3,0.08365093192147217,False,True,554.0899999999999,46,1
1036,25,246.44,2.9,0.1275247332729133,False,False,246.44,25,0
1037,40,29.37,2.2,0.1439911579826274,False,False,29.37,40,0
1038,18,172.29,1.1,0.13314957960002116,False,False,172.29,18,0
1039,24,87.41,4.2,0.1395883787402088,False,False,87.41,24,0
1040,39,293.52,6.3,0.12395335410797419,False,False,293.52,39,0
1041,45,78.73,4.5,0.14024682332711771,False,False,78.73,45,0
1042,39,135.4,4.9,0.13594796909438403,False,False,135.4,39,0
1043,36,222.29,9.1,0.12935669603487765,False,False,222.29,36,0
1044,34,296.67,4.1,0.12371440244337013,False,False,296.67,34,0
1045,23,56.81,5.6,0.14190962348207664,False,False,56.81,23,0
1046,30,113.57,8.1,0.1376039420589257,False,False,113.57,30,0
1047,33,101.5,4.6,0.13851954415155135,False,False,101.5,33,0
1048,48,88.0,6.6,0.13954362271414011,False,False,88.0,48,0
1049,41,609.33,8.8,0.09999674293381468,False,True,554.0899999999999,41,1
1050,20,205.2,9.5,0.1306531036374437,False,False,205.2,20,0
1051,41,54.12,2.3,0.14211368061788135,False,False,54.12,41,0
1052,34,309.29,9.3,0.12275707863152792,False,False,309.29,34,0
1053,31,810.56,5.4,0.08473190373753808,False,True,554.0899999999999,31,1
1054,44,338.99,3.3,0.12050410579383267,False,False,338.99,44,0
1055,48,44.01,5.1,0.1428806016747534,False,False,44.01,48,0
1056,47,100.75,9.8,0.1385764374050285,False,False,100.75,47,0
1057,29,408.92,5.4,0.11519937883962293,False,False,408.92,29,0
1058,34,84.26,4.0,0.13982733040481285,False,False,84.26,34,0
1059,195,211.68,6.7,0.1301615459274011,False,False,211.68,100,0
1060,47,275.81,3.2,0.12529679346674802,False,False,275.81,47,0
1061,33,70.7,1.7,0.14085596042767975,False,False,70.7,33,0
1062,36,141.51,2.2,0.1354844787227235,False,False,141.51,36,0
1063,26,11.1,2.2,0.14537707763733085,False,False,11.1,26,0
1064,26,65.4,2.4,0.14125800608558498,False,False,65.4,26,0
1065,46,121.26,2.2,0.13702059656660664,False,False,121.26,46,0
1066,51,54.7,6.8,0.1420696831685257,False,False,54.7,51,0
1067,37,547.81,2.6,0.10466350687236728,False,False,547.81,37,0
1068,48,47.27,4.1,0.14263330566630603,False,False,47.27,48,0
1069,41,104.37,9.1,0.1383018326349121,False,False,104.37,41,0
1070,31,164.78,5.3,0.13371927071150572,False,False,164.78,31,0
1071,41,470.13,7.0,0.11055613077917426,False,False,470.13,41,0
1072,53,47.05,2.6,0.14264999435399264,False,False,47.05,53,0
1073,37,376.35,2.7,0.11767006319395741,False,False,376.35,37,0
1074,53,149.63,1.4,0.13486851443174422,False,False,149.63,53,0
1075,18,67.68,2.5,0.14108505059501442,False,False,67.68,18,0
1076,46,214.79,3.5,0.12992562856964918,False,False,214.79,46,0
1077,38,174.03,2.6,0.13301758725195417,False,False,174.03,38,0
1078,35,91.82,1.8,0.13925384640976315,False,False,91.82,35,0
1079,38,156.94,2.1,0.13431399485452022,False,False,156.94,38,0
1080,18,109.04,5.1,0.1379475773099277,False,False,109.04,18,0
1081,35,162.52,2.9,0.1338907090486502,False,False,162.52,35,0
1082,41,252.07,4.3,0.12709765458347816,False,False,252.07,41,0
1083,52,527.85,5.5,0.10617762599157256,False,False,527.85,52,0
1084,32,55.13,7.2,0.14203706436986543,False,False,55.13,32,0
1085,29,817.64,1.4,0.08419483142471375,False,True,554.0899999999999,29,1
1086,32,31.13,8.2,0.14385764848113433,False,False,31.13,32,0
1087,47,131.44,6.7,0.1362483654727434,False,False,131.44,47,0
1088,41,45000.0,1.7,3.267376110840375,True,True,554.0899999999999,41,1
1089,32,185.82,8.9,0.13212322530729334,False,False,185.82,32,0
1090,43,90.18,9.3,0.13937825299069984,False,False,90.18,43,0
1091,38,125.65,1.5,0.13668758138958703,False,False,125.65,38,0
1092,47,100.04,3.5,0.13863029635165355,False,False,100.04,47,0
1093,30,92.62,8.3,0.13919316027272083,False,False,92.62,30,0
1094,34,292.86,7.7,0.12400342017103408,False,False,292.86,34,0
1095,34,197.48,2.7,0.13123872485990185,False,False,197.48,34,0
1096,23,85.26,2.9,0.13975147273350996,False,False,85.26,23,0
1097,40,304.81,4.3,0.12309692099896478,False,False,304.81,40,0
1098,40,189.78,5.4,0.13182282892893396,False,False,189.78,40,0
1099,38,284.37,6.6,0.12464745180039544,False,False,284.37,38,0
1100,35,245.6,4.3,0.12758845371680774,False,False,245.6,35,0
1101,23,76.46,5.2,0.14041902024097522,False,False,76.46,23,0
1102,33,94.81,7.7,0.13902703197256755,False,False,94.81,33,0
1103,34,269.84,1.3,0.12574966376442617,False,False,269.84,34,0
1104,29,241.84,3.3,0.12787367856090653,False,False,241.84,29,0
1105,36,145.95,7.4,0.13514767066213876,False,False,145.95,36,0
1106,42,163.02,9.1,0.13385278021299876,False,False,163.02,42,0
1107,56,412.46,5.6,0.11493084268321077,False,False,412.46,56,0
1108,39,92.46,5.8,0.1392052975001293,False,False,92.46,39,0
1109,40,229.91,2.0,0.12877866057954976,False,False,229.91,40,0
1110,37,126.25,5.0,0.13664206678680532,False,False,126.25,37,0
1111,18,124.69,5.8,0.13676040475403778,False,False,124.69,18,0
1112,37,357.46,3.2,0.11910301460486865,False,False,357.46,37,0
1113,38,287.24,3.4,0.12442974028375621,False,False,287.24,38,0
1114,62,284.52,4.4,0.12463607314970002,False,False,284.52,62,0
1115,36,421.74,1.2,0.11422688349352014,False,False,421.74,36,0
1116,41,150.93,3.9,0.13476989945905046,False,False,150.93,41,0
1117,37,256.1,2.9,0.12679194816812758,False,False,256.1,37,0
1118,26,115.79,3.9,0.13743553802863334,False,False,115.79,26,0
1119,49,192.35,2.1,0.1316278747136856,False,False,192.35,49,0
1120,-5,133.74,9.0,0.13607389282874682,False,False,133.74,18,0
1121,45,160.39,6.3,0.1340522858885253,False,False,160.39,45,0
1122,28,238.92,7.1,0.1280951829611109,False,False,238.92,28,0
1123,52,77.12,8.1,0.14036895417791534,False,False,77.12,52,0
1124,23,791.48,5.5,0.08617926810599684,False,True,554.0899999999999,23,1
1125,43,66.37,1.8,0.14118442414442117,False,False,66.37,43,0
1126,59,56.18,5.8,0.14195741381499744,False,False,56.18,59,0
1127,28,374.84,6.3,0.11778460827762477,False,False,374.84,28,0
1128,32,279.59,7.7,0.12501005146922317,False,False,279.59,32,0
1129,38,244.52,4.9,0.12767038000181483,False,False,244.52,38,0
1130,32,245.35,2.1,0.12760741813463344,False,False,245.35,32,0
1131,22,146.97,3.6,0.13507029583740984,False,False,146.97,22,0
1132,38,72.4,4.3,0.14072700238646488,False,False,72.4,38,0
1133,27,157.69,6.8,0.13425710160104307,False,False,157.69,27,0
1134,42,86.34,6.1,0.13966954644850288,False,False,86.34,42,0
1135,28,323.79,4.2,0.1216571423976363,False,False,323.79,28,0
1136,53,131.94,9.9,0.13621043663709198,False,False,131.94,53,0
1137,30,76.68,6.5,0.1404023315532886,False,False,76.68,30,0
1138,34,114.77,3.1,0.13751291285336226,False,False,114.77,34,0
1139,46,206.51,1.9,0.13055373008803695,False,False,206.51,46,0
1140,25,94.54,2.4,0.13904751354381933,False,False,94.54,25,0
1141,40,76.88,3.2,0.14038716001902804,False,False,76.88,40,0
1142,51,180.36,2.4,0.132537408192607,False,False,180.36,51,0
1143,21,82000.0,2.7,6.07410994904658,True,True,554.0899999999999,21,1
1144,39,98.93,3.6,0.13871449836679972,False,False,98.93,39,0
1145,40,101.82,2.6,0.13849526969673445,False,False,101.82,40,0
1146,45,178.69,9.1,0.13266409050368277,False,False,178.69,45,0
1147,25,46.6,1.7,0.14268413030607896,False,False,46.6,25,0
1148,24,48.14,5.7,0.1425673094922725,False,False,48.14,24,0
1149,43,83.53,4.7,0.13988270650486395,False,False,83.53,43,0
1150,40,125.12,9.8,0.13672778595537755,False,False,125.12,40,0
1151,40,190.32,2.0,0.13178186578643042,False,False,190.32,40,0
1152,41,483.13,4.6,0.10956998105223693,False,False,483.13,41,0
1153,31,294.75,9.7,0.12386004917227166,False,False,294.75,31,0
1154,40,130.59,8.8,0.13631284449335085,False,False,130.59,40,0
1155,40,146.17,8.4,0.13513098197445214,False,False,146.17,40,0
1156,30,66.55,3.3,0.14117076976358667,False,False,66.55,30,0
1157,56,146.23,2.5,0.13512643051417397,False,False,146.23,56,0
1158,42,117.81,7.0,0.13728230553260154,False,False,117.81,42,0
1159,26,192.13,9.4,0.13164456340137223,False,False,192.13,26,0
1160,44,76.57,6.0,0.1404106758971319,False,False,76.57,44,0
1161,28,224.86,6.1,0.12916174181962928,False,False,224.86,28,0
1162,45,505.83,3.5,0.10784801191366178,False,False,505.83,45,0
1163,49,136.05,7.9,0.13589866160803718,False,False,136.05,49,0
1164,29,204.66,2.7,0.13069406677994724,False,False,204.66,29,0
1165,47,257.78,3.9,0.12666450728033876,False,False,257.78,47,0
1166,42,107.66,4.8,0.13805226089632566,False,False,107.66,42,0
1167,46,177.55,5.6,0.13275056824896805,False,False,177.55,46,0
1168,56,149.92,3.2,0.13484651570706638,False,False,149.92,56,0
1169,35,160.48,2.0,0.13404545869810805,False,False,160.48,35,0
1170,30,79.97,6.5,0.14015275981470215,False,False,79.97,30,0
1171,29,151.35,3.6,0.13473803923710329,False,False,151.35,29,0
1172,29,221.05,6.2,0.1294507595472932,False,False,221.05,29,0
1173,37,473.86,2.4,0.11027318166521455,False,False,473.86,37,0
1174,41,319.71,5.3,0.121966641696552,False,False,319.71,41,0
1175,40,830.93,5.8,0.0831866829730986,False,True,554.0899999999999,40,1
1176,46,80.33,1.5,0.14012545105303312,False,False,80.33,46,0
1177,38,298.23,4.0,0.12359606447613766,False,False,298.23,38,0
1178,52,171.86,2.2,0.1331821983986814,False,False,171.86,52,0
1179,35,855.63,1.6,0.08131299849191771,False,True,554.0899999999999,35,1
1180,65,77.74,9.9,0.14032192242170755,False,False,77.74,65,0
1181,44,75.81,3.9,0.1404683277273221,False,False,75.81,44,0
1182,29,91.88,8.3,0.139249294949485,False,False,91.88,29,0
1183,27,27.14,3.3,0.1441603205896328,False,False,27.14,27,0
1184,42,97.46,7.1,0.13882600914361495,False,False,97.46,42,0
1185,35,80.86,7.8,0.1400852464872426,False,False,80.86,35,0
1186,45,167.39,6.4,0.1335212821894052,False,False,167.39,45,0
1187,42,195.08,5.2,0.13142078327102874,False,False,195.08,42,0
1188,37,665.76,4.7,0.09571609454219371,False,True,554.0899999999999,37,1
1189,29,317.46,4.1,0.12213732145698346,False,False,317.46,29,0
1190,22,-500.0,9.4,0.18414793344022787,False,True,-185.46999999999997,22,1
1191,33,72.33,8.5,0.1407323124234561,False,False,72.33,33,0
1192,46,219.98,9.7,0.12953192725558726,False,False,219.98,46,0
